Timestamp,LNG_before_optimized,Delta,311F003.PNT,final_LNG_optimized,315FC005.MEAS,315FC011.MEAS,315FC012.MEAS,315FC013.MEAS,315FC020.MEAS,315FC021.MEAS,315FC022.MEAS,315FC026.MEAS,315FC750.MEAS,315FC031.MEAS,315FC751.MEAS,312FQ011.MEAS,314FC753.MEAS
2022-01-03 06:00:00,5672.079,417.4217686,6365.594238,5931.621714418005,16.19778728,0.0,0.000218099,0.006979167,0.0,,0.0,0.0,-0.047462893,57.15185738,36.20783329,0.88564219,220.7326686
2022-01-03 07:00:00,5623.3945,356.3130614,6291.407064,5818.562589415907,16.73810355,0.0,9.889697552,0.00414388,0.0,,0.0,0.0,-0.052458986,55.98182933,33.62678432,1.098140652,212.4627914
2022-01-03 08:00:00,5605.0454,433.5290837,6320.212565,5874.02598596939,17.08068975,0.0,0.000436198,0.007851563,0.0,,0.0,0.0,-0.040801434,54.224823,32.26777681,0.333323442,194.138972
2022-01-03 09:00:00,5676.517,433.3269985,6357.590495,5948.954266797365,16.50705099,0.0,0.001744792,0.006106771,0.0,,0.0,0.0,-0.056622397,59.34909884,31.59359264,0.792675024,201.9143321
2022-01-03 10:00:00,5588.9883,427.0288306,6291.325846,5919.467440845169,15.54042991,0.0,0.000436198,0.013304037,0.0,,0.0,0.0,-0.06078581,61.83065859,37.24371211,1.14754223,202.8680954
2022-01-03 11:00:00,5549.522,430.5762563,6260.570313,5752.770570935079,14.82262437,0.0,0.001090495,0.008942057,0.0,,0.0,0.0,-0.074108728,57.81613922,36.09879398,1.203679733,201.6482264
2022-01-03 12:00:00,5518.2085,436.2207885,6239.077962,5732.2640066508375,16.23000781,0.0,0.002617188,0.005888672,0.0,-4.241152287,0.0,0.0,-0.069112632,56.97235552,35.63737011,0.791873433,191.9907862
2022-01-03 13:00:00,5520.71,400.6895005,6201.456217,5822.416393663777,15.02902953,0.0,0.001308594,0.006761068,0.0,,0.0,0.0,-0.04996094,55.70799319,38.28490798,0.427907825,190.7751109
2022-01-03 14:00:00,5477.007,522.7067641,6248.584961,5753.2686346670325,14.78324318,0.0,0.001526693,0.007415365,0.0,,0.0,0.0,-0.066614586,59.97800382,55.0038859,0.386845325,147.7093469
2022-01-03 15:00:00,5321.7754,481.6145847,5962.521403,5592.866833342782,15.95571915,0.0,0.002617188,0.008287761,0.0,-4.332754135,0.0,0.0,46.21220376,41.88908768,78.46737162,0.395845315,0.500578642
2022-01-03 16:00:00,5148.093,443.5836525,5801.75529,5488.8859894048,14.71246815,0.0,0.000436198,0.007415365,0.0,,0.0,0.0,92.88238271,42.98574257,73.39968522,0.343898443,0.500578642
2022-01-03 17:00:00,5148.9595,424.6998705,5750.279378,5449.003177064554,15.44872475,0.0,11.5040655,0.010904948,0.0,-4.300693512,0.0,0.0,28.47773544,55.35947355,20.86514823,1.101881284,0.001427763
2022-01-03 18:00:00,5235.1978,461.1534708,5797.936361,5439.585710253702,16.48983892,0.0,0.000654297,0.013085938,0.0,,0.0,0.0,21.12265243,59.83519046,20.10718966,0.312356249,34.68007946
2022-01-03 19:00:00,5264.5444,420.3286287,5893.006429,5507.665793551786,16.41575893,0.0,0.000218099,0.008942057,0.0,,0.0,0.0,13.07810901,59.55611293,19.36252753,0.660178156,137.4167544
2022-01-03 20:00:00,5147.757,279.0375384,5764.417969,5335.654187467842,16.72144286,0.0,0.0,0.007415365,0.0,,0.0,0.0,-0.058287763,62.0756677,21.32391326,7.03e-05,171.3897171
2022-01-03 21:00:00,5160.281,368.616322,5781.481689,5343.899907632355,15.74559577,0.0,0.000218099,0.008723959,0.0,-4.241152287,0.0,0.0,-0.047462892,58.53283056,18.08596532,7.03e-05,151.265686
2022-01-03 22:00:00,5290.3013,392.9085416,5882.605632,5520.280171084401,14.82055902,0.0,0.000436198,0.007197266,0.0,,0.0,0.0,-0.054957035,59.24690119,19.11120478,0.00016875,180.1262894
2022-01-03 23:00:00,5214.079,342.4288441,5812.684408,5410.758468942372,16.19957717,0.0,4.283245405,0.007415365,0.0,,0.0,0.0,-0.054124351,56.31200536,18.89977392,0.686629693,167.2538045
2022-01-04 00:00:00,5199.9155,261.7103673,5727.812012,5388.329797047406,16.17492994,0.0,8.011428992,0.007633464,0.0,-4.344204187,0.0,0.0,-0.061618492,59.4945329,18.58861224,0.561445319,165.3741252
2022-01-04 01:00:00,5206.507,292.4317342,5778.719157,5437.231610719483,18.2250754,0.0,1.950459003,0.007197266,0.0,-4.323593616,0.0,0.0,-0.051626304,57.82793109,26.99929682,0.863887532,169.6651789
2022-01-04 02:00:00,5162.407,244.0006337,5693.724772,5321.522113740774,17.28282642,0.0,0.0,0.007851563,0.0,,0.0,0.0,-0.06078581,52.55691083,18.48755074,0.000253125,161.0580928
2022-01-04 03:00:00,5208.316,315.0034358,5765.027507,5403.420707317803,15.33567683,0.0,0.000654297,0.006761068,0.0,,0.0,0.0,-0.0566224,49.94039853,19.31598695,4.22e-05,162.2453334
2022-01-04 04:00:00,5195.0156,332.1135932,5794.157959,5397.584968682055,16.29086924,0.0,0.0,0.00850586,0.0,,0.0,0.0,-0.059953128,52.92639287,20.80929852,0.726229727,169.8842824
2022-01-04 05:00:00,5178.403,269.1595086,5731.184082,5349.011295193733,15.50077359,0.0,0.000872396,0.008287761,0.0,,0.0,0.0,-0.043299481,52.97618103,18.71227884,8.44e-05,166.2013448
2022-01-04 06:00:00,5160.5615,275.2401471,5728.624512,5321.7751000149765,16.95042992,0.0,4.917259267,0.005016276,0.0,,0.0,0.0,-0.064116541,47.40643056,18.70696004,0.0001125,160.3614426
2022-01-04 07:00:00,5190.307,308.921208,5768.155762,5363.27666816725,15.70621522,0.0,0.0,0.006106771,0.0,,0.0,0.0,-0.049128257,41.09902445,18.57265472,0.000182812,173.6344426
2022-01-04 08:00:00,5202.9,308.537233,5784.97583,5366.504101407136,15.60831372,0.0,7.618196805,0.01046875,0.0,,0.0,0.0,-0.054957033,47.94755109,16.88785823,0.805753139,181.8427887
2022-01-04 09:00:00,5176.584,359.7486504,5828.813639,5453.870085280499,16.31827084,0.0,0.0,0.006761068,0.0,,0.0,0.0,-0.049960939,44.08239873,18.153783,1.43211096,194.5645777
2022-01-04 10:00:00,5040.78,346.2944302,5606.252116,5298.894143168093,15.81265354,0.0,10.6927379,0.009814453,0.0,,0.0,6.935001691,-0.046630211,42.50489235,17.59661659,1.098056323,153.6191915
2022-01-04 11:00:00,4985.4775,449.0618613,5554.288737,5212.725874931374,15.58958705,0.0,10.03865931,0.008069662,0.0,,0.0,0.0,-0.055789715,50.03997548,15.64985847,7.03e-05,80.60952131
2022-01-04 12:00:00,4821.1313,295.1303427,5295.324137,4959.046247159921,14.75405216,0.0,20.10218159,0.010250651,0.0,,0.0,0.0,61.32372252,67.00865237,20.21091032,0.0,0.500577807
2022-01-04 13:00:00,4702.6597,238.5602121,5222.599609,4864.9727420441495,15.39103063,0.0,21.83432281,0.007851563,0.0,-4.328173876,0.0,0.0,20.96610781,51.00429789,19.89442889,0.0,63.06526719
2022-01-04 14:00:00,4793.1343,260.1542217,5249.739258,4925.607783301414,15.33884382,0.0,9.356881955,0.007633464,0.0,,0.0,0.0,-0.065781904,57.6209151,20.5366993,0.74158597,164.4832357
2022-01-04 15:00:00,4849.4766,282.3342463,5368.861328,4981.320929299736,15.57182471,0.0,9.021009439,0.012431641,0.0,-4.323593616,0.0,0.0,-0.061618491,65.34336027,20.12447611,0.578475025,167.9994049
2022-01-04 16:00:00,4798.1216,241.7450537,5308.89388,4909.136073906953,15.95475515,0.0,15.88327487,0.01046875,0.0,-4.328173876,0.0,0.0,-0.059953127,53.32863108,13.69778172,0.381712516,167.9994049
2022-01-04 17:00:00,4815.1973,263.288279,5258.961995,4951.74783391088,15.03095722,0.0,12.45824909,0.010250651,0.0,,0.0,0.0,27.1088055,41.69779619,0.235366215,8.44e-05,112.3468068
2022-01-04 18:00:00,4837.506,291.4263392,5326.364258,4945.837079630805,16.23028342,0.0,0.0,0.010904948,0.0,-4.305273533,0.0,0.0,43.02552732,59.00188955,7.090240916,0.0,111.9561234
2022-01-04 19:00:00,4859.77,290.9605172,5311.331787,5020.298622138279,15.21533108,0.0,0.000436198,0.004361979,0.0,,0.0,0.0,34.05587514,40.3653005,1.809793289,0.0001125,125.9994049
2022-01-04 20:00:00,4905.1323,217.5961353,5370.97404,5022.858080632207,15.96714751,0.0,0.0,0.006542969,0.0,,0.0,0.0,33.9517889,40.20545324,0.675514325,0.0001125,125.9994049
2022-01-04 21:00:00,4933.717,257.5232294,5396.976074,5098.6614336635885,16.29279693,0.0,0.001090495,0.007197266,0.0,,0.0,0.0,33.42470074,38.99742889,0.267280278,1.659234402,125.9994049
2022-01-04 22:00:00,4980.922,301.7149098,5516.788656,5170.709113891404,14.62998851,0.0,0.0,0.009814453,0.0,,0.0,0.0,25.24276433,42.29001554,2.211378614,0.0001125,125.9994049
2022-01-04 23:00:00,4946.588,272.6098272,5490.745931,5133.072299477585,17.27125947,0.0,0.0,0.008942057,0.0,,0.0,0.0,15.73270012,48.38123512,1.319114608,0.421087526,125.9994049
2022-01-05 00:00:00,4962.687,266.5557561,5485.139404,5094.444259422712,16.06078005,0.0,3.260797551,0.005234375,0.0,,0.0,0.0,22.15517828,50.2286466,3.547780054,0.47825156,125.9994049
2022-01-05 01:00:00,4958.1694,326.8225508,5542.506429,5200.575330499742,17.13384008,0.0,13.12301493,0.011341146,0.0,-4.317487081,0.0,0.0,7.980427594,48.1532561,7.279065847,0.000295313,125.9994049
2022-01-05 02:00:00,4927.478,279.4772282,5483.839274,5110.906967694909,15.89472008,0.0,11.43296576,0.005452474,0.0,-4.314433575,0.0,0.0,-0.060785809,44.7244072,12.5967466,0.000885938,125.9994049
2022-01-05 03:00:00,4939.606,249.5031623,5467.506673,5079.261157673724,14.47150103,0.0,11.83753935,0.010032552,0.0,-4.315960248,0.0,0.0,-0.063283857,49.16605695,18.20431328,0.000140625,125.9994049
2022-01-05 04:00:00,4952.392,244.08008,5465.190918,5062.23170474093,17.63518842,0.0,11.74179379,0.005670573,0.0,,0.0,0.0,4.661355613,46.32287725,16.64717301,1.263796919,125.9994049
2022-01-05 05:00:00,4936.336,228.8171187,5451.417887,5057.891416396739,15.89086421,0.0,10.78848346,0.007633464,0.0,,0.0,0.0,-0.040801435,49.87095769,17.39316384,0.818015617,125.9994049
2022-01-05 06:00:00,4940.184,245.076256,5448.249023,5065.616445848715,17.33377361,0.0,11.42860397,0.008942058,0.0,,0.0,0.0,5.388287541,45.72803624,18.09394407,0.001673438,105.9821498
2022-01-05 07:00:00,4957.268,340.9674202,5508.94751,5185.867632374869,15.10627651,0.0,13.09182644,0.005234375,0.0,,0.0,0.0,-0.056622397,45.45550982,13.54353038,0.516487533,76.9861412
2022-01-05 08:00:00,4963.379,342.9156637,5594.510579,5173.618799687148,16.64873934,0.0,12.0665431,0.008723959,0.0,-4.261762619,0.0,0.0,5.521516402,54.57203166,16.80940278,0.0,142.3053233
2022-01-05 09:00:00,4935.4316,292.0045899,5515.123047,5097.223364690821,15.10200818,0.0,13.59934298,0.006106771,0.0,-4.31290706,0.0,0.0,-0.043299481,50.40683746,13.58874218,7.03e-05,136.5139058
2022-01-05 10:00:00,4933.064,241.8598876,5465.800374,5101.645550829864,16.90774425,0.0,19.24199931,0.006761068,0.0,-4.30832688,0.0,0.0,-0.064949221,50.23257764,15.94240411,0.000154688,126.0005951
2022-01-05 11:00:00,4934.6597,283.4724576,5506.591064,5065.23899591122,14.68974845,0.0,20.15474319,0.011777344,0.0,-4.250312328,0.0,0.0,-0.066614587,46.69759941,11.03694661,1.081954732,141.7224808
2022-01-05 12:00:00,4935.6924,268.5935178,5500.700033,5109.95745499232,16.5501496,0.0,18.18356482,0.014612631,0.0,,0.0,0.0,12.3603361,46.75524966,7.929314852,0.837815642,133.6702957
2022-01-05 13:00:00,4937.622,332.6916311,5554.329346,5125.404825220135,16.0194718,0.0,17.16875045,0.006761068,0.0,,0.0,0.0,-0.054957033,49.84344228,9.244440118,0.0001125,126.0005951
2022-01-05 14:00:00,4953.097,321.9348319,5575.699788,5097.87933664455,15.50986179,0.0,17.77048556,0.011123047,0.0,,0.0,0.0,36.612209,46.57705943,12.27095731,0.443573468,126.0005951
2022-01-05 15:00:00,4933.102,348.2371614,5602.555094,5146.676467984419,15.09636259,0.0,15.90181351,0.007633464,0.0,,0.0,0.0,29.31957687,52.37871997,16.14452632,0.362910946,126.0005951
